INDEX,TAVG
0,5.6137214
1,9.744232
2,18.276669
3,13.619878
4,24.066254
5,-0.5773797
6,20.463196
7,10.393215
8,14.554606
9,30.250566
10,12.145243
11,13.807377
12,13.634049
13,35.465992
14,26.774746
15,0.105191685
16,25.594784
17,32.269882
18,6.0228615
19,12.529151
20,37.939156
21,-0.30941632
22,4.1520214
23,-0.72956705
24,24.476236
25,0.8218765
26,11.805175
27,33.58946
28,16.984102
29,7.4844704
30,30.028917
31,28.1118
32,29.79057
33,31.505487
34,8.16986
35,29.251114
36,32.1781
37,36.38137
38,-2.9536824
39,-3.38405
40,31.517374
41,-6.742129
42,-3.8121133
43,30.656958
44,24.528662
45,29.306301
46,22.607355
47,-3.8215814
48,-10.702353
49,4.730395
50,4.9005494
51,30.847923
52,32.964985
53,10.802769
54,10.736768
55,25.041967
56,1.1988544
57,-4.5888934
58,31.849215
59,-6.2194085
60,16.134703
61,21.872633
62,6.220782
63,27.652859
64,30.854689
65,1.7179422
66,31.128033
67,10.000115
68,13.85409
69,19.208801
70,23.437513
71,1.8415728
72,25.616533
73,26.324602
74,12.716639
75,29.127075
76,31.473162
77,16.593805
78,18.187193
79,1.3682561
80,8.2131605
81,16.45935
82,22.393867
83,16.75828
84,28.213554
85,9.848463
86,15.826566
87,7.258087
88,17.196835
89,-3.000463
90,12.264977
91,-2.8762002
92,37.046005
93,20.55313
94,24.388212
95,13.603082
96,-6.1365266
97,32.963383
98,32.158604
99,16.10813
100,4.118581
101,-2.386249
102,28.84623
103,4.8821683
104,1.2164049
105,20.265263
106,8.375683
107,-0.12514831
108,31.6933
109,31.024776
110,1.8056908
111,27.096937
112,13.617725
113,34.566505
114,31.700214
115,21.085623
116,29.717173
117,9.41553
118,26.599007
119,-6.099854
120,1.4558654
121,24.134354
122,-5.2414374
123,30.922495
124,33.112564
125,10.914813
126,-9.185596
127,2.4062748
128,-2.5514598
129,35.830105
130,22.07075
131,6.7749314
132,13.443281
133,12.6121235
134,0.26181266
135,33.63445
136,4.9303255
137,28.033745
138,12.427203
139,31.761429
140,20.081133
141,25.419611
142,8.599968
143,36.48965
144,-3.37221
145,27.54509
146,29.112213
147,32.197945
148,29.626505
149,15.193327
150,25.734299
151,32.81802
152,31.90805
153,9.254932
154,32.50285
155,-5.9933524
156,14.92193
157,36.990143
158,31.32119
159,0.048799016
160,30.801928
161,-2.5539317
162,28.911955
163,8.112947
164,35.43555
165,1.7896686
166,19.48247
167,13.462569
168,4.7113123
169,-7.524965
170,-0.18005325
171,33.393784
172,7.311527
173,5.215864
174,28.642515
175,-5.6607127
176,3.5202618
177,0.0061392565
178,8.404065
179,-1.4197516
180,16.961363
181,8.47829
182,-2.2980952
183,4.796966
184,8.712131
185,23.27303
186,25.898228
187,2.570591
188,21.09884
189,0.06959102
190,34.017643
191,12.384846
192,0.89785624
193,27.638752
194,21.615135
195,2.1008544
196,8.465485
197,31.784805
198,28.685764
199,30.661089
200,26.880457
201,-5.1079555
202,14.157502
