INDEX,TAVG
0,2.9710803
1,10.003792
2,11.64111
3,12.64273
4,18.707834
5,-2.3299937
6,20.211603
7,7.978604
8,9.470503
9,21.482857
10,9.176005
11,12.369697
12,10.813656
13,26.604914
14,18.487423
15,-1.9466805
16,19.115679
17,28.505436
18,0.9528208
19,7.2111673
20,25.320578
21,-5.278049
22,3.2240028
23,-0.85116434
24,16.813204
25,-3.5495477
26,4.3951564
27,27.088076
28,10.049454
29,5.3376303
30,26.340229
31,23.49918
32,21.071335
33,21.526499
34,0.39463755
35,20.97238
36,25.945091
37,24.553123
38,-8.615839
39,-5.6216254
40,21.70207
41,-6.7951264
42,-6.513023
43,21.795753
44,18.190607
45,26.029516
46,19.095852
47,-10.865807
48,-12.740547
49,-2.3209758
50,1.4886208
51,23.02876
52,25.655087
53,0.76943684
54,3.3278217
55,17.366959
56,1.0069337
57,-7.7735553
58,21.473827
59,-10.713715
60,9.409982
61,15.719485
62,1.0999088
63,22.94516
64,19.86762
65,-0.6857333
66,20.359062
67,5.3314586
68,11.202353
69,14.48928
70,15.61337
71,-0.13944484
72,18.833967
73,18.60514
74,11.486082
75,21.796602
76,23.300098
77,9.266436
78,9.120022
79,-2.5173993
80,7.7599745
81,10.946495
82,18.470718
83,9.700661
84,23.94431
85,1.5068846
86,8.755789
87,6.59908
88,13.984095
89,-6.96528
90,7.676863
91,-4.9901004
92,25.193113
93,12.726714
94,16.645267
95,9.650925
96,-10.444679
97,22.396542
98,25.920052
99,11.140491
100,0.30799434
101,-4.549566
102,19.57289
103,0.87739277
104,-2.8000865
105,13.339773
106,1.5697856
107,-2.2010207
108,22.629635
109,20.38725
110,-2.1684146
111,17.531807
112,9.560159
113,25.398174
114,24.509258
115,7.1743455
116,21.453087
117,4.718992
118,15.488851
119,-11.473097
120,-1.5822434
121,14.221258
122,-9.63176
123,24.942875
124,29.164017
125,3.9496655
126,-14.349194
127,1.0914183
128,-6.8180346
129,27.669504
130,14.551216
131,-1.7929254
132,12.55387
133,10.336317
134,-6.149793
135,22.267548
136,2.4218183
137,18.510689
138,5.6248345
139,21.731752
140,15.616006
141,17.838114
142,4.6064568
143,25.406021
144,-5.49795
145,16.383167
146,21.727987
147,30.786312
148,24.46052
149,13.268048
150,17.478836
151,24.602634
152,25.529148
153,6.9197874
154,19.710958
155,-13.77306
156,8.909572
157,27.497887
158,23.248207
159,-1.3641858
160,26.194324
161,-0.48508027
162,18.806997
163,8.933838
164,25.834162
165,-0.6583924
166,11.902334
167,8.614588
168,2.6455555
169,-8.255943
170,-8.65221
171,17.692074
172,0.19126175
173,3.4663568
174,17.982784
175,-14.6035595
176,-4.1162906
177,-5.359411
178,3.5694323
179,-2.2651114
180,7.8662305
181,4.9415903
182,-4.48064
183,2.26479
184,5.1803493
185,13.800324
186,20.420029
187,-1.5891385
188,15.227889
189,-1.4704967
190,27.151045
191,8.357141
192,-1.6946969
193,20.15253
194,15.204543
195,-3.076837
196,4.3675003
197,24.201195
198,20.415388
199,21.666
200,25.218824
201,-5.9681983
202,12.225771
