INDEX,TAVG
0,7.210844
1,17.912998
2,19.720633
3,21.117697
4,22.253374
5,4.69226
6,29.052048
7,12.134958
8,15.538499
9,26.482183
10,10.434505
11,12.398289
12,14.10868
13,32.49664
14,24.90857
15,-2.707769
16,21.383492
17,34.503044
18,4.7349896
19,7.730827
20,31.384605
21,-1.5033536
22,5.722594
23,-0.70406294
24,19.967056
25,3.6611333
26,5.3869824
27,31.405127
28,14.775274
29,7.4255786
30,29.617308
31,26.289413
32,26.99786
33,28.977352
34,1.4190893
35,28.257576
36,30.45218
37,31.246756
38,-9.960918
39,-6.219518
40,25.460583
41,-7.776073
42,-6.3146596
43,23.860777
44,19.073833
45,30.172247
46,23.36373
47,-5.052051
48,-8.426247
49,-2.0541492
50,2.8422527
51,31.072914
52,26.65067
53,3.0079236
54,4.7234406
55,22.168156
56,3.468933
57,-5.300874
58,25.901028
59,-5.31128
60,10.49021
61,16.32599
62,7.1618752
63,28.020573
64,22.939863
65,1.6464949
66,24.533327
67,9.373517
68,9.949816
69,10.497339
70,18.670835
71,-1.6052079
72,22.561546
73,23.858385
74,13.412676
75,26.57241
76,26.741556
77,13.779706
78,10.818137
79,-2.2361875
80,7.044781
81,9.674323
82,20.179432
83,10.720148
84,30.122162
85,6.934213
86,14.790699
87,10.25878
88,19.354086
89,-7.622291
90,8.135133
91,-4.1419673
92,29.661201
93,13.867938
94,22.215605
95,10.854323
96,-7.998649
97,27.459297
98,31.673449
99,14.18678
100,-1.9273982
101,0.23922203
102,23.98673
103,-0.241241
104,-6.319657
105,16.815697
106,6.0794425
107,-3.6304326
108,25.688992
109,23.920876
110,0.81969786
111,18.319536
112,12.970121
113,32.13931
114,26.409344
115,9.346523
116,21.479832
117,5.285886
118,20.372156
119,-6.7465043
120,2.462551
121,15.960748
122,-8.550732
123,31.131342
124,32.573166
125,8.1266165
126,-7.861831
127,-2.9774184
128,-1.126163
129,33.29943
130,19.402487
131,1.8410916
132,19.870457
133,11.122259
134,-2.881123
135,22.834337
136,4.4790998
137,26.9556
138,10.494508
139,30.439188
140,19.339554
141,23.120237
142,7.4913435
143,32.1014
144,-1.1135144
145,20.832848
146,24.341951
147,32.50445
148,31.796509
149,15.172587
150,20.165056
151,29.184782
152,31.600866
153,9.866865
154,20.73596
155,-10.244148
156,16.16098
157,35.21943
158,29.472055
159,-1.8262086
160,34.100826
161,2.338541
162,22.83441
163,11.380679
164,31.402935
165,-0.10765507
166,14.816048
167,10.02961
168,2.8773103
169,-5.684011
170,-4.2904296
171,21.336187
172,0.95443726
173,7.691385
174,22.47852
175,-11.233446
176,-2.2976556
177,-4.430468
178,6.5572243
179,0.1232867
180,14.628467
181,11.256275
182,-2.1744542
183,6.056032
184,10.243899
185,18.530756
186,22.15504
187,0.67649555
188,21.002628
189,0.3112063
190,30.250284
191,8.777115
192,-4.133702
193,26.200762
194,21.02274
195,-3.2714143
196,7.045365
197,29.430326
198,21.47727
199,24.336369
200,32.200005
201,-7.508672
202,17.354868
