INDEX,TAVG
0,3.0679326
1,12.623016
2,15.836307
3,13.232443
4,12.369853
5,0.4774041
6,24.645931
7,10.386182
8,12.119702
9,23.033262
10,8.541278
11,11.805567
12,13.649729
13,28.182026
14,22.045736
15,-3.8170772
16,21.001951
17,30.601332
18,-2.262239
19,7.784993
20,27.754372
21,-5.129826
22,-1.9331632
23,0.12645672
24,19.245802
25,-3.619122
26,4.78431
27,29.357548
28,10.693292
29,4.4911027
30,29.531433
31,24.743149
32,20.941023
33,25.15809
34,3.5319786
35,25.959091
36,30.078432
37,29.09872
38,-11.271343
39,-4.5475383
40,22.557026
41,-9.640238
42,-10.144268
43,23.12115
44,22.328259
45,26.535908
46,22.923618
47,-12.561134
48,-14.191643
49,-2.3479943
50,-2.2205071
51,26.749834
52,29.60793
53,-0.37406114
54,0.061316945
55,20.462769
56,-0.41650823
57,-6.84736
58,25.96853
59,-10.421608
60,7.769678
61,19.398586
62,-2.083734
63,25.206718
64,22.660877
65,-2.2929835
66,24.102943
67,6.8433175
68,11.980707
69,14.822414
70,19.079044
71,-2.9436727
72,18.079723
73,22.605083
74,15.118208
75,24.158482
76,25.818882
77,9.630607
78,8.686598
79,-2.21419
80,1.7001262
81,11.698729
82,21.982098
83,10.534306
84,22.542143
85,-0.7233958
86,11.33569
87,5.4940805
88,14.634703
89,-7.467998
90,3.4178424
91,-6.5691752
92,30.656963
93,14.643048
94,20.973057
95,6.765298
96,-10.849953
97,26.53037
98,30.341318
99,14.035133
100,-2.8641496
101,-6.904021
102,21.273611
103,0.36477134
104,-9.338755
105,15.773766
106,2.1608062
107,-4.8611455
108,25.684742
109,25.58576
110,-6.7852798
111,19.534155
112,12.660266
113,28.238966
114,27.674362
115,8.326235
116,22.855534
117,6.890178
118,21.033579
119,-13.49659
120,0.32776782
121,14.080943
122,-8.50548
123,30.055246
124,29.696226
125,3.2491999
126,-13.99671
127,1.3810287
128,-5.71378
129,28.5062
130,12.406615
131,-1.6137357
132,13.346198
133,8.069665
134,-9.278589
135,23.620035
136,-1.8424172
137,19.339642
138,7.0078793
139,25.064283
140,14.1265
141,18.513447
142,5.0376086
143,25.428745
144,-4.472179
145,21.495358
146,26.333109
147,31.696905
148,27.133205
149,11.587952
150,19.500174
151,26.119738
152,26.184345
153,5.115922
154,19.255869
155,-16.01559
156,8.859622
157,30.665298
158,26.328318
159,-6.72356
160,30.184334
161,0.5289502
162,19.863857
163,8.579604
164,29.671911
165,-2.5700088
166,11.459758
167,6.3776927
168,1.5129156
169,-11.394772
170,-11.114637
171,21.693571
172,-0.92255735
173,2.8405614
174,17.881466
175,-13.391447
176,-3.280395
177,-7.710502
178,1.9058132
179,-5.823811
180,10.640804
181,6.1118703
182,-7.207274
183,-0.026813053
184,7.4380665
185,17.244705
186,21.712873
187,-3.8593059
188,19.436949
189,-4.081264
190,29.007175
191,8.256551
192,-4.217956
193,20.95173
194,17.487705
195,-9.481152
196,2.5120177
197,26.81753
198,20.457365
199,23.661037
200,27.110945
201,-11.017242
202,7.901414
