INDEX,TAVG
0,-0.012732051
1,11.349733
2,8.625897
3,15.189213
4,17.740276
5,-1.5154986
6,24.57433
7,6.924976
8,9.913417
9,21.488092
10,4.640125
11,11.388404
12,11.104381
13,27.053528
14,21.129555
15,-4.248202
16,21.066406
17,29.72026
18,-0.016686939
19,7.86985
20,24.692764
21,-4.5024867
22,0.9206815
23,-3.5467353
24,18.594429
25,-0.26889947
26,2.4759178
27,28.580189
28,10.64553
29,3.94061
30,25.609682
31,23.202297
32,21.17512
33,23.029507
34,-0.05125954
35,20.91325
36,25.897707
37,28.069431
38,-10.338814
39,-8.301371
40,20.144083
41,-12.592798
42,-8.705233
43,22.445053
44,16.398945
45,25.806011
46,20.110668
47,-9.723804
48,-14.31163
49,-4.9162803
50,2.7491426
51,26.887253
52,27.805521
53,2.4938068
54,1.6073341
55,21.715069
56,0.6562166
57,-6.808538
58,24.59901
59,-10.765005
60,8.82829
61,14.125518
62,0.6313896
63,25.252968
64,21.664558
65,-1.762178
66,23.821196
67,5.911869
68,11.99437
69,12.6240635
70,19.117311
71,-3.54767
72,18.132277
73,25.102474
74,10.19641
75,23.82547
76,26.443724
77,11.057356
78,8.959112
79,-2.7897363
80,6.899095
81,7.5547624
82,17.32427
83,5.1425123
84,26.06593
85,1.083355
86,11.955017
87,8.336907
88,14.557389
89,-4.4534583
90,8.475988
91,-7.249429
92,27.148617
93,9.554473
94,19.220547
95,7.011138
96,-14.421389
97,23.994326
98,24.872568
99,12.523727
100,-4.5535836
101,-7.818668
102,20.855125
103,1.2989807
104,-6.158073
105,13.13847
106,3.223475
107,-4.7552066
108,23.242287
109,23.207787
110,-2.8638206
111,18.537718
112,10.703268
113,29.58297
114,25.570688
115,9.592143
116,21.794624
117,4.2045364
118,16.072119
119,-11.933796
120,-3.141663
121,14.705811
122,-11.678413
123,23.433475
124,27.547127
125,3.0606694
126,-12.529638
127,-3.8058105
128,-6.643929
129,27.751577
130,11.934392
131,0.2528138
132,13.19871
133,7.2163954
134,-9.207596
135,22.348639
136,-1.3377814
137,22.498243
138,4.439612
139,22.364388
140,13.363979
141,19.115452
142,0.6057744
143,29.784832
144,-4.9497466
145,18.154903
146,20.65279
147,26.6904
148,26.538752
149,10.6029625
150,15.344318
151,24.035418
152,22.995846
153,4.904002
154,18.260462
155,-14.564312
156,5.6504254
157,28.48128
158,23.943148
159,-4.9316106
160,24.776573
161,-5.831796
162,19.531303
163,5.560172
164,25.139383
165,-4.370605
166,7.1737447
167,5.473569
168,1.6965342
169,-11.074276
170,-9.009438
171,20.72162
172,-1.7668262
173,4.407148
174,17.61961
175,-15.656626
176,-9.252844
177,-8.470617
178,-0.9335866
179,-2.870359
180,6.9895577
181,4.016967
182,-5.697428
183,-0.04431679
184,5.658401
185,10.679868
186,19.317268
187,-5.1346173
188,13.838571
189,-4.8082166
190,26.570028
191,8.533521
192,-4.0288053
193,20.1642
194,16.40705
195,-3.562077
196,0.57472754
197,21.808094
198,17.246077
199,20.043142
200,25.90615
201,-11.988419
202,4.4401536
