INDEX,TAVG
0,0.4831042
1,6.227344
2,9.784252
3,9.408743
4,12.270679
5,-7.627958
6,14.847587
7,5.3420467
8,5.161911
9,18.497635
10,4.7994947
11,7.179493
12,6.7057457
13,21.278309
14,13.82692
15,-4.808741
16,13.125043
17,21.839058
18,-2.8281922
19,2.5384865
20,20.145172
21,-9.350946
22,-1.7884278
23,-5.3662324
24,11.952812
25,-7.653791
26,0.32369944
27,22.718426
28,6.69232
29,0.80756855
30,21.50291
31,18.63057
32,15.693257
33,16.130117
34,-3.453628
35,15.545078
36,21.13061
37,19.35533
38,-14.190317
39,-11.416197
40,15.253901
41,-12.36804
42,-11.959696
43,16.823395
44,12.060797
45,20.748583
46,14.677654
47,-15.159977
48,-18.384794
49,-6.742204
50,-2.770697
51,17.222935
52,19.704468
53,-3.8228335
54,-1.1143584
55,12.22736
56,-3.4864888
57,-12.664665
58,17.467167
59,-14.351606
60,5.0176125
61,10.348245
62,-4.2196527
63,15.753229
64,13.371709
65,-5.314752
66,15.452541
67,1.4675212
68,6.5716605
69,9.411193
70,10.921597
71,-3.9552217
72,12.81872
73,13.131049
74,6.1472416
75,16.451412
76,19.909708
77,5.404394
78,4.6615634
79,-7.54441
80,3.200852
81,5.755841
82,12.830117
83,7.510862
84,22.569567
85,-2.6094337
86,4.2883844
87,1.0785179
88,9.033367
89,-11.023031
90,-0.05369427
91,-10.600222
92,20.27328
93,7.806164
94,10.528178
95,5.156794
96,-14.933298
97,16.760767
98,21.985226
99,7.865987
100,-5.426866
101,-9.895203
102,13.929458
103,-3.9153275
104,-7.182833
105,7.4619603
106,-4.4046006
107,-6.3096805
108,18.246069
109,15.519327
110,-6.6757665
111,11.479584
112,5.644732
113,20.813683
114,19.418962
115,3.1944523
116,14.953608
117,0.08645294
118,10.211575
119,-16.564074
120,-6.6554008
121,9.970866
122,-15.614161
123,18.65881
124,23.125229
125,-0.56811094
126,-19.8543
127,-5.3708854
128,-10.615517
129,22.872904
130,8.507776
131,-2.864202
132,7.56335
133,5.372375
134,-11.864536
135,16.407759
136,-3.245216
137,13.150324
138,3.9350138
139,19.10774
140,11.209638
141,11.72343
142,1.5123229
143,20.927378
144,-10.101149
145,10.52838
146,15.508206
147,24.666737
148,18.584568
149,7.837911
150,11.755905
151,21.120836
152,21.696667
153,1.5540147
154,14.455046
155,-15.554176
156,3.5940704
157,22.502626
158,16.866959
159,-8.359152
160,22.172447
161,-5.76226
162,12.291326
163,3.9130569
164,19.509924
165,-6.3057275
166,7.2302923
167,4.036571
168,-1.9467044
169,-12.417995
170,-12.186813
171,11.562304
172,-5.0923896
173,-1.2182593
174,11.413771
175,-17.583086
176,-8.553947
177,-10.104948
178,-1.6912198
179,-5.7635617
180,6.0826206
181,0.95660114
182,-8.258675
183,-2.7967868
184,-0.3416181
185,9.459534
186,14.420361
187,-5.0294957
188,11.3642845
189,-3.9042335
190,22.138079
191,4.5812287
192,-5.591432
193,14.378356
194,10.306883
195,-7.940389
196,-1.3153358
197,18.703358
198,15.295331
199,15.110604
200,20.010563
201,-9.8452
202,5.950788
