INDEX,TAVG
0,2.310585
1,7.548306
2,11.4610195
3,10.906623
4,19.070301
5,-0.33691308
6,20.53256
7,6.87679
8,8.036273
9,22.467833
10,7.37233
11,9.426963
12,9.412604
13,24.701591
14,19.908272
15,-1.3979455
16,18.424835
17,26.300957
18,-0.02343171
19,3.944513
20,24.986452
21,-4.8189797
22,1.8399202
23,-4.5551763
24,16.331675
25,-7.98248
26,1.775426
27,25.704971
28,9.579602
29,3.1630833
30,24.451042
31,23.389805
32,21.282042
33,22.730766
34,1.080203
35,19.211836
36,23.658392
37,23.363909
38,-9.979437
39,-9.81315
40,19.888525
41,-7.8974295
42,-8.854831
43,21.401915
44,15.515538
45,26.57895
46,18.603561
47,-13.387908
48,-16.596834
49,-4.3738327
50,0.088087805
51,24.980625
52,24.049995
53,-1.3206749
54,4.7550116
55,16.950386
56,1.0583489
57,-9.389559
58,21.530329
59,-13.383448
60,8.010083
61,12.7921095
62,1.0420651
63,22.136538
64,17.633934
65,-0.26733276
66,20.433979
67,2.2890353
68,8.802094
69,12.625882
70,13.996717
71,-4.291222
72,14.506878
73,19.755302
74,9.868788
75,20.542667
76,24.890572
77,7.0832887
78,6.65851
79,-4.3812737
80,6.2249217
81,7.621904
82,18.14541
83,9.841572
84,26.837973
85,2.6274114
86,9.224584
87,2.5511327
88,11.359044
89,-8.525653
90,4.8156047
91,-5.9649553
92,23.45252
93,11.737947
94,15.361295
95,6.0401325
96,-15.113991
97,22.028198
98,25.408592
99,8.414678
100,-0.23724854
101,-5.435776
102,20.42144
103,-1.8915014
104,-4.3218617
105,12.043465
106,0.4787489
107,-3.9276886
108,21.43908
109,19.767653
110,-3.8852098
111,16.96508
112,8.668207
113,25.594969
114,23.096075
115,4.448621
116,19.83876
117,2.6028712
118,13.705971
119,-16.258814
120,-2.3137074
121,13.135918
122,-10.017168
123,25.901848
124,26.293781
125,2.441367
126,-16.580582
127,-0.74083006
128,-6.002632
129,27.764166
130,11.855511
131,-2.3088825
132,10.823288
133,9.142076
134,-3.7631488
135,20.73
136,1.5737208
137,18.68516
138,3.5664606
139,22.492674
140,13.309547
141,18.434473
142,1.6969503
143,24.36534
144,-3.4969857
145,16.666111
146,19.410284
147,25.577358
148,24.177292
149,10.866461
150,15.45315
151,25.467953
152,25.818377
153,4.187887
154,18.647076
155,-17.212084
156,8.601823
157,27.402472
158,22.294971
159,0.19302595
160,26.282072
161,-6.9792657
162,17.250286
163,5.9177437
164,24.525805
165,-0.74031454
166,8.957982
167,6.136686
168,2.438049
169,-9.599981
170,-12.817419
171,18.35932
172,-0.9017388
173,1.8834847
174,18.882298
175,-16.371841
176,-6.990971
177,-8.536514
178,2.576372
179,-4.4295964
180,8.503992
181,4.798502
182,-3.961999
183,1.3967186
184,3.675737
185,10.535576
186,20.11217
187,-2.635521
188,13.821657
189,-3.2428098
190,26.688963
191,4.5883236
192,-3.1217952
193,19.776468
194,12.648302
195,-6.5151978
196,2.5300689
197,23.586803
198,18.970505
199,18.605734
200,24.618292
201,-12.006387
202,9.558584
