INDEX,TAVG
0,2.180710340411938
1,7.042690070752404
2,12.234490387530755
3,10.80291984537903
4,18.217605775917825
5,-4.377630328115165
6,19.35766650782199
7,6.020197789068798
8,6.184041556633403
9,20.779144270444174
10,6.9112832478439135
11,9.365980795275345
12,8.105273358866485
13,23.654094153834823
14,18.47242381718916
15,-5.096733538961594
16,16.611862915886704
17,25.292628324281893
18,-2.444386881166764
19,4.757063364510838
20,23.934093298853647
21,-6.022709591112227
22,-0.2440122262043917
23,-3.5008745217647075
24,16.284489857277414
25,-6.044862644361691
26,3.993182568211704
27,25.096454040886293
28,9.152264964738428
29,4.4608832609090205
30,24.97213225614083
31,23.197966843033505
32,20.130312338066886
33,21.21646112323288
34,-1.026634263354767
35,19.904913552274216
36,24.83188474177186
37,23.900189702642574
38,-10.998609369553064
39,-8.992471481331188
40,19.237925181448087
41,-9.897496905055812
42,-10.211308218912928
43,20.167720390511604
44,17.449586829697076
45,25.689472446682927
46,17.903560500585563
47,-10.961091082416472
48,-14.592534789864375
49,-5.585199190393487
50,-1.7773067606842758
51,24.374273540503715
52,23.45309551138729
53,-0.6623529889319517
54,1.9895815790608875
55,17.53753646946079
56,-3.064917880597287
57,-10.615821984188946
58,21.53088573381985
59,-12.161977223093428
60,7.121882475445101
61,12.37601935760743
62,-0.997015907665146
63,21.7024122226305
64,18.258617884511708
65,-2.685471565731764
66,20.984789386570192
67,4.045126549762712
68,8.718555284651265
69,11.945341693343542
70,13.039042594580009
71,-5.592321879720467
72,18.22601560231896
73,18.9844859832924
74,8.340661444987468
75,21.03793313882806
76,23.70939808374358
77,9.080338457254088
78,8.602917868263438
79,-4.980465252092523
80,4.996528597292125
81,7.902239824337487
82,17.50334711206572
83,8.445893913826296
84,24.969499382891374
85,-0.1262367810477425
86,8.023281946652133
87,3.7029658091565967
88,12.401215775755997
89,-7.729978290113207
90,5.390420505014854
91,-8.422842621342317
92,22.93205633641861
93,9.069178030118184
94,15.421511726420636
95,7.391303989658615
96,-11.785636946560382
97,21.505537825293423
98,25.34524828141984
99,9.397883313612928
100,-2.24801479914734
101,-4.852808172113788
102,19.60869778502448
103,-0.52565468692708
104,-4.754585183107324
105,10.93828739668557
106,-1.2158839444522993
107,-5.4124142289620725
108,21.738563623788373
109,20.990884585071534
110,-3.435309854850736
111,16.755709206271174
112,7.161790504941711
113,25.38378706592035
114,22.69473629561416
115,5.486482107798711
116,20.072599585177947
117,0.9960690741364092
118,11.935633259828482
119,-13.109787270976
120,-5.09242931171649
121,13.662088344214856
122,-10.743476135872523
123,24.860549460764474
124,25.50211078246545
125,1.4483667373942346
126,-14.838775442091457
127,-3.553081482939982
128,-8.09886832871536
129,27.04907023973761
130,11.614664120407191
131,-3.209915733997573
132,11.267680054642918
133,8.690450926939358
134,-7.349813170258846
135,19.92018510419755
136,1.420303285308429
137,17.274969909047982
138,3.1721898995190507
139,23.67228481411579
140,13.49126843051057
141,16.825036726106397
142,1.7163322005661197
143,24.553703405767124
144,-6.497105725205744
145,15.532037191571767
146,19.73189221208989
147,26.507297661391327
148,24.194197351868223
149,10.55954056189679
150,14.514726996960782
151,24.18089080788032
152,25.29277557451925
153,4.201733368247736
154,17.944886217909705
155,-15.443243151404088
156,7.841247690688467
157,26.02215813525637
158,22.517810511934837
159,-4.911673626084369
160,24.95981803864025
161,-4.012096514383712
162,16.87055670923415
163,6.361429790957248
164,23.44443876934662
165,-5.162319898600389
166,8.946929391539303
167,6.133728600216321
168,-0.453126403737043
169,-9.37484057625763
170,-11.114004885797572
171,18.769812331862703
172,-1.6358912627327715
173,3.4354602001920203
174,18.07707782230859
175,-14.629658396084087
176,-8.454572431422976
177,-7.332819079940567
178,0.407634682912219
179,-3.817637188198368
180,7.325452490300387
181,2.6642670121648573
182,-5.212634414680958
183,1.2013097231250702
184,2.8885112776704664
185,12.463073615192044
186,19.448658269743728
187,-3.9467438975657
188,13.401390215842609
189,-3.903270770944996
190,25.81517636685654
191,6.188104426088989
192,-6.35090086606278
193,19.628898904215237
194,14.650410870450544
195,-4.503265875725386
196,1.3017369400618808
197,23.47149577543089
198,17.852575102729162
199,19.609675879655093
200,24.43179388147337
201,-11.24045513102138
202,8.60911706209272
